10000, 2.35299015045166, 23544
10000, 2.5149664878845215, 29940
10000, 2.8122971057891846, 31124
10000, 2.545464515686035, 31124
10000, 2.5960299968719482, 30860
20000, 5.305261611938477, 49096
20000, 5.703352212905884, 52672
20000, 5.864690542221069, 50848
20000, 5.675549030303955, 52292
20000, 5.693037033081055, 52292
30000, 9.077390670776367, 75232
30000, 9.170708417892456, 75464
30000, 9.044901132583618, 75464
30000, 8.336577892303467, 75440
30000, 8.444453001022339, 75248
40000, 11.6814546585083, 101444
40000, 12.072225093841553, 101432
40000, 12.504048347473145, 101508
40000, 12.626281976699829, 101608
40000, 12.066498279571533, 101608
50000, 15.955568075180054, 128652
50000, 13.926547050476074, 128704
50000, 13.520581483840942, 128704
50000, 13.786121606826782, 128704
50000, 14.622822761535645, 128704
60000, 18.294365882873535, 152876
60000, 19.220919847488403, 153108
60000, 17.909621953964233, 152988
60000, 18.4878990650177, 152988
60000, 17.19248676300049, 152988
70000, 21.08984875679016, 179852
70000, 21.472070932388306, 179832
70000, 19.233890056610107, 179928
70000, 20.142783164978027, 179928
70000, 21.767844915390015, 179928
80000, 24.402234315872192, 203832
80000, 22.9722580909729, 203876
80000, 21.78248620033264, 203876
80000, 23.482115030288696, 203876
80000, 22.870495796203613, 203876
90000, 27.483463048934937, 234132
90000, 26.800731420516968, 234092
90000, 26.119070768356323, 234092
90000, 24.930885076522827, 234120
90000, 26.332984685897827, 234120
100000, 29.91034770011902, 258692
100000, 30.074827671051025, 258632
100000, 33.20476746559143, 258668
100000, 30.111218690872192, 258628
100000, 29.510475158691406, 258644
110000, 36.23029947280884, 283672
110000, 36.525810956954956, 283688
110000, 34.67831492424011, 283688
110000, 33.19293808937073, 283716
110000, 33.53161144256592, 283716
120000, 35.14230680465698, 307512
120000, 35.80145883560181, 307364
120000, 35.52242469787598, 307384
120000, 32.990320444107056, 307416
120000, 35.12462067604065, 307416
130000, 37.72726893424988, 332400
130000, 36.85207200050354, 332576
130000, 37.16388440132141, 332576
130000, 38.376404762268066, 332576
130000, 40.23008465766907, 332576
140000, 39.692753076553345, 362276
140000, 44.34410119056702, 362348
140000, 45.07749581336975, 362608
140000, 42.53352880477905, 362576
140000, 42.562578439712524, 362576
150000, 46.03920269012451, 387368
150000, 45.037395000457764, 387356
150000, 45.87946438789368, 387396
150000, 46.84556269645691, 387436
150000, 46.933858156204224, 387380
160000, 47.26008367538452, 411212
160000, 44.70686435699463, 411340
160000, 48.63640546798706, 411464
160000, 47.95036578178406, 411352
160000, 49.358529567718506, 411352
170000, 56.59165835380554, 436200
170000, 50.15765643119812, 436324
170000, 53.14889979362488, 436144
170000, 53.84584355354309, 436292
170000, 57.41194462776184, 436200
180000, 57.24266028404236, 471340
180000, 60.578831911087036, 471536
180000, 58.97050714492798, 471392
180000, 61.06720685958862, 471516
180000, 66.81617546081543, 471588
190000, 70.62647676467896, 496604
190000, 69.5134756565094, 496420
190000, 76.38946509361267, 496420
190000, 62.955825328826904, 496420
190000, 59.19413733482361, 496516
200000, 61.85791778564453, 520512
200000, 58.090758323669434, 520460
200000, 66.39030957221985, 520464
200000, 60.49567413330078, 520508
200000, 70.98133254051208, 520504
210000, 69.81622648239136, 544552
210000, 71.33521509170532, 544408
210000, 71.28468823432922, 544428
210000, 69.7863142490387, 544532
210000, 69.83893513679504, 544420
220000, 70.16380906105042, 568204
220000, 70.41854190826416, 568632
220000, 64.50374937057495, 568564
220000, 78.78191113471985, 568564
220000, 68.77503991127014, 568564
230000, 64.70269107818604, 592768
230000, 61.997400760650635, 592880
230000, 63.53587031364441, 592896
230000, 57.014585733413696, 592896
230000, 58.516796827316284, 592896
240000, 61.067240953445435, 615428
240000, 60.5562584400177, 615576
240000, 63.07714247703552, 615556
240000, 66.53736305236816, 615708
240000, 60.03687763214111, 615796
250000, 98.47961926460266, 638928
250000, 68.69812345504761, 638968
250000, 69.13507032394409, 638928
250000, 66.65217924118042, 638992
250000, 64.22760343551636, 638992
260000, 64.13846850395203, 662808
260000, 68.19755339622498, 662744
260000, 66.89106965065002, 662776
260000, 65.220055103302, 662772
260000, 65.68802690505981, 662772
270000, 69.82211208343506, 698340
270000, 68.07310843467712, 698300
270000, 67.25507855415344, 698372
270000, 73.33151984214783, 698168
270000, 73.90661668777466, 698224
280000, 74.24220585823059, 720500
280000, 74.56197333335876, 720420
280000, 79.30340933799744, 720420
280000, 76.13266944885254, 720420
280000, 75.55303144454956, 720420
290000, 76.56856083869934, 742676
290000, 75.59292817115784, 742780
290000, 81.6459047794342, 742776
290000, 75.01679730415344, 742864
290000, 76.93611431121826, 742888
300000, 80.85124373435974, 765264
300000, 77.14727973937988, 765312
300000, 73.76019620895386, 765016
300000, 74.36985611915588, 765344
300000, 75.49170446395874, 765324
310000, 106.00796508789062, 787244
310000, 109.29724216461182, 787164
310000, 110.41784024238586, 787164
310000, 109.30458903312683, 787168
310000, 122.09425783157349, 787168
320000, 121.21036076545715, 809132
320000, 109.12470579147339, 810316
320000, 100.8344738483429, 810316
320000, 108.51353716850281, 810324
320000, 101.59888577461243, 810328
330000, 113.175541639328, 833596
330000, 110.08407068252563, 834156
330000, 113.73569464683533, 834156
330000, 114.41405439376831, 832432
330000, 108.7608551979065, 833204
